,raga_label,track_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,Bhūp,157f546c-90c8-4b3b-a72c-42fa5b0dd820,235.11015550724585,5.4642984567506785,231.7413788,2.0,0.3578723404255319,0.025106382978723404,0.15361702127659574,0.04468085106382979,0.20702127659574468,0.006808510638297872,0.00723404255319149,0.018936170212765956,0.02021276595744681,0.07829787234042553,0.02148936170212766,0.05872340425531915,7.428333194190806,4.77912349311153,6.583409222158765,5.351858133476067,6.881411303642535,3.4965075614664802,3.5553480614894135,4.499809670330265,4.564348191467836,5.910796644040527,4.624972813284271,5.6240175061873385,5867.0,8.677269139262872,4700.0,8.45553053102413,0.8010908471109596,1167.0,7.0630481633881725,2860.0166669574496,55.0,115.0,0.04095546519272443,4.311593941029872,0.01826175908557929,12.333858589245253,50.10804082160271,20.986848474684283,21.152384525505465,0.29543129901125126,0.28997613365155134,0.4145925673371974,21.068845219718305,180.0,7.0777777777777775,20.0,0.2171467530253963,1049.0,4.273593898951383,41.0,0.7641043122549855,0.00017047391749062393,0.00017047391749062393,0.0015342652574156155,0.0,0.0,0.0,0.014831230821684282,0.01602454824411865,0.0,0.0,0.0,0.0,0.0,0.0
1,Bhūp,157f546c-90c8-4b3b-a72c-42fa5b0dd820,296.22023396763615,5.694473392516831,258.6228943,2.0,0.23428220356338317,0.017407331558468155,0.04321114069219742,0.14826950645095227,0.008806061847225067,0.08457915216055703,0.01576899447061233,0.05160761826745853,0.2160557034609871,0.015154618062666393,0.1273807085807905,0.03747696088470203,7.0431599159883405,4.454347296253507,5.356586274672012,6.586171654854675,3.784189633918261,6.025865973825314,4.356708826689592,5.53338948872752,6.962243464266207,4.31748811353631,6.434546518787453,5.214935757608986,6007.0,8.700847193443972,4883.0,8.493719835230594,0.8128849675378724,1124.0,7.025538314638521,2840.016648462849,55.0,515.0,0.027206354491188856,4.484226650750012,0.013964963537529521,9.763627182247872,38.45898876035648,17.535884115787763,18.895892731085475,0.26756576756576755,0.2683982683982684,0.46403596403596403,18.21694465877003,205.0,7.546341463414634,30.0,0.2575328783086399,1129.0,3.8511957484499555,33.0,0.7238222074246712,0.0,0.0,0.001998001998001998,0.0001665001665001665,0.0,0.0,0.01098901098901099,0.010822510822510822,0.0,0.0,0.0,0.0,0.0,0.0
2,Bhūp,157f546c-90c8-4b3b-a72c-42fa5b0dd820,294.5141309633156,5.688716656221623,263.1435547,2.0,0.2838709677419355,0.01935483870967742,0.026036866359447006,0.0728110599078341,0.018663594470046084,0.05506912442396313,0.017741935483870968,0.06543778801843318,0.24101382488479262,0.01566820276497696,0.13755760368663594,0.0467741935483871,7.117205503164344,4.442651256490317,4.736198448394496,5.75890177387728,4.406719247264253,5.480638923341991,4.356708826689592,5.652489180268651,6.953684210870537,4.23410650459726,6.393590753950631,5.318119993844216,5555.0,8.622633703874234,4340.0,8.375860015299594,0.7812781278127813,1215.0,7.103322062526113,3040.017665198705,55.0,505.0,0.031683168316831684,4.428582264150975,0.01536813935990487,10.596027826473748,42.971672170198424,19.160266475814357,19.017562534831512,0.276557436082103,0.27853799063737844,0.4449045732805185,19.08865992482491,190.0,7.405263157894737,30.0,0.2532853285328533,998.0,4.089178356713427,38.0,0.7346534653465346,0.0,0.0,0.0021606049693914295,0.0,0.0,0.0,0.009362621534029529,0.009902772776377385,0.0,0.0,0.0,0.0,0.0,0.0
3,Bhūp,157f546c-90c8-4b3b-a72c-42fa5b0dd820,294.5141309633156,5.688716656221623,239.9137726,2.0,0.29383116883116883,0.019944341372912802,0.037337662337662336,0.07583487940630798,0.01437847866419295,0.0575139146567718,0.017625231910946195,0.054962894248608535,0.21521335807050093,0.021335807050092765,0.13218923933209648,0.05983302411873841,7.145196134997171,4.465908118654584,5.087596335232384,5.793013608384144,4.143134726391533,5.517452896464707,4.343805421853684,5.472270673671475,6.834108738813838,4.532599493153256,6.3473892096560105,5.556828061699537,5583.0,8.627660644442209,4312.0,8.369388996647842,0.7723446175891098,1271.0,7.148345743900068,3770.022096680332,55.0,505.0,0.03241984596095289,4.454859701523778,0.01483877597382525,11.727048156243539,46.94993598264265,20.648438822205236,19.235549353061817,0.29290576854174133,0.2952346829093515,0.4118595485489072,19.939196712808844,163.0,7.2392638036809815,23.0,0.21135590184488626,1027.0,4.196689386562804,55.0,0.7719863872469999,0.0,0.0,0.0017914725904693658,0.0,0.0,0.00017914725904693657,0.010748835542816195,0.010748835542816195,0.0,0.0,0.0,0.0,0.0,0.0
4,Bhūp,157f546c-90c8-4b3b-a72c-42fa5b0dd820,235.11015550724585,5.4642984567506785,238.5319519,2.0,0.24290929514181409,0.02555461948890761,0.22746419545071608,0.04914349901713002,0.20190957596180847,0.020780679584386407,0.017130019657399607,0.032294299354114014,0.013760179724796406,0.059533838809323225,0.028362819432743613,0.08115697837686044,6.763884908562435,4.5217885770490405,6.698268054115413,5.170483995038151,6.579251212010101,4.31748811353631,4.127134385045092,4.7535901911063645,3.912023005428146,5.3612921657094255,4.624972813284271,5.66988092298052,4628.0,8.44009614103127,3561.0,8.178077463849608,0.7694468452895419,1067.0,6.97354301952014,3750.0219578253545,55.0,115.0,0.026700827262625015,4.443791432528673,0.014798927035803275,15.1783902226949,67.03273251583707,24.946536471625308,23.53777950473384,0.3023557380592176,0.32440025934730926,0.37324400259347307,24.21738329669286,115.0,7.043478260869565,20.0,0.17502160760587726,807.0,4.593556381660471,55.0,0.8009939498703543,0.0004322455154527772,0.0004322455154527772,0.004106332396801383,0.0,0.0,0.0002161227577263886,0.01080613788631943,0.011238383401772207,0.0,0.0,0.0,0.0,0.0,0.00021616947686986597
5,Bhūp,157f546c-90c8-4b3b-a72c-42fa5b0dd820,265.43099677611485,5.5851152861622975,260.1210632,2.0,0.23822714681440443,0.0556786703601108,0.2110803324099723,0.03628808864265928,0.04376731301939058,0.043490304709141274,0.010249307479224376,0.032409972299168976,0.036011080332409975,0.09141274238227147,0.16814404432132965,0.0332409972299169,6.7580945044277305,5.308267697401205,6.637258031284457,4.882801922586371,5.0689042022202315,5.062595033026967,3.6375861597263857,4.770684624465665,4.875197323201151,5.802118375377063,6.410174881966167,4.795790545596741,4733.0,8.46252579007393,3610.0,8.191740021277457,0.7627297697020917,1123.0,7.024649030453636,3660.0213444259152,55.0,325.0,0.025957562403791008,4.511390624933496,0.013458716229978313,18.93924826194676,68.64855367573084,27.244301922281768,26.865916651443538,0.3427726120033812,0.3573541842772612,0.29987320371935755,27.051168963335968,81.0,6.469135802469136,12.0,0.11071202197337841,718.0,5.614206128133705,32.0,0.8516796957532221,0.00042265426880811494,0.0,0.00422654268808115,0.0,0.0,0.00021132713440405747,0.014370245139475908,0.014792899408284023,0.0,0.0,0.0,0.0,0.0,0.0
6,Bhūp,157f546c-90c8-4b3b-a72c-42fa5b0dd820,296.22023396763615,5.694473392516831,257.1333008,2.0,0.2580417938483212,0.019253345855834703,0.020427330359239257,0.052594505752524064,0.01385301714017375,0.04672458323550129,0.026532049776942946,0.08170932143695703,0.19300305235970885,0.03850669171166941,0.1897158957501761,0.0596384127729514,7.003065458786462,4.418840607796598,4.477336814478207,5.41610040220442,4.0943445622221,5.298317366548036,4.736198448394496,5.855071922202427,6.71295620067707,5.10594547390058,6.695798917058491,5.541263545158426,5573.0,8.625868208041894,4259.0,8.357024439263416,0.7642203481069442,1314.0,7.181591944611865,3590.0209404284165,55.0,515.0,0.028171541360129188,4.467247311821551,0.014396249359699673,16.12715804754373,70.16470530548492,24.974935727148488,24.555457900191772,0.3203517587939699,0.33094041636755206,0.3487078248384781,24.761786894713055,134.0,6.6940298507462686,23.0,0.1609546025479993,904.0,5.014380530973451,41.0,0.8133859680602907,0.0,0.0,0.001615218951902369,0.0,0.0,0.0,0.011306532663316583,0.011665470208183776,0.0,0.0,0.0,0.0,0.0,0.0
7,Bhūp,157f546c-90c8-4b3b-a72c-42fa5b0dd820,296.22023396763615,5.694473392516831,238.5319519,2.0,0.2557280118255728,0.028824833702882482,0.022419315102241932,0.090169992609017,0.03399852180339985,0.06306972160630697,0.03523035230352303,0.0699679724069968,0.14708056171470807,0.028824833702882482,0.16949987681695,0.0551860064055186,6.946013991099227,4.770684624465665,4.5217885770490405,5.905361848054571,4.9344739331306915,5.54907608489522,4.969813299576001,5.652489180268651,6.393590753950631,4.770684624465665,6.535241271013659,5.41610040220442,5281.0,8.572060092857077,4059.0,8.308938252595778,0.7686044309789812,1222.0,7.109062135687172,2790.0163557168476,55.0,515.0,0.02807909757351151,4.572533288208988,0.012517019672026782,14.566373898933263,44.06236218116556,20.596004603268923,22.428044803191003,0.3496212121212121,0.32840909090909093,0.32196969696969696,21.48336709116414,110.0,6.7727272727272725,36.0,0.14107176671085023,824.0,5.344660194174757,43.0,0.8339329672410528,0.0,0.0,0.0035984848484848487,0.0,0.0,0.0,0.010606060606060607,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0
8,Bhūp,157f546c-90c8-4b3b-a72c-42fa5b0dd820,296.22023396763615,5.694473392516831,267.7432556,2.0,0.22185847393603628,0.049357844371694784,0.03752203475195165,0.08939813648954924,0.03953664064467389,0.049106018635104505,0.04759506421556283,0.0800805842357089,0.1488290103248552,0.04004029211785445,0.1251573910853689,0.07151850919163938,6.782192056006791,5.2832037287379885,5.0106352940962555,5.87493073085203,5.062595033026967,5.278114659230518,5.247024072160486,5.765191102784844,6.3835066348840055,5.075173815233827,6.210600077024653,5.652489180268651,5277.0,8.57130251706327,3971.0,8.287025025165063,0.7525108963426189,1306.0,7.175489713624222,4150.024392562578,55.0,515.0,0.0238501312975446,4.658960246094379,0.010827869768906817,18.506552471429195,58.45090777912328,23.986561160503175,25.73732998199942,0.39082638362395755,0.354814253222138,0.25435936315390445,24.819667218927414,80.0,7.0625,30.0,0.1070684100814857,659.0,6.969650986342944,42.0,0.870380898237635,0.0,0.0,0.0047384382107657315,0.00018953752843062926,0.00018953752843062926,0.0,0.01288855193328279,0.013078089461713419,0.0,0.0,0.0,0.0,0.0,0.0
9,Bhūp,157f546c-90c8-4b3b-a72c-42fa5b0dd820,294.5141309633156,5.688716656221623,239.9137726,2.0,0.2472959685349066,0.025073746312684365,0.018436578171091445,0.07079646017699115,0.021878072763028514,0.029744346116027533,0.03662733529990167,0.059734513274336286,0.2411504424778761,0.03171091445427729,0.16224188790560473,0.05530973451327434,6.914730892718563,4.634728988229636,4.330733340286331,5.666426688112432,4.499809670330265,4.804021044733257,5.0106352940962555,5.497168225293202,6.889591308354466,4.867534450455582,6.493753839851687,5.420534999272286,5442.0,8.6020856584342,4068.0,8.31115254800169,0.7475192943770672,1374.0,7.226209010100671,3310.019320770864,55.0,505.0,0.026408358271643825,4.4867751344556,0.014113686368456368,15.602002274980206,64.6095111633679,23.016007099357672,24.368742552696727,0.3357838632604301,0.3231023708877045,0.3411137658518655,23.67935686978167,125.0,6.832,30.0,0.15692760014700477,881.0,5.069239500567537,37.0,0.820654171260566,0.0,0.0,0.001837897445322551,0.0,0.0,0.0001837897445322551,0.011762543650064326,0.012313912883661092,0.0,0.0,0.0,0.0,0.0,0.0
